meter_id,local_interval_datetime,kwh,voltage,rssi,pf
Customer_Meter_7,2022-09-12T01:15:00Z,65.28,286.1,-90,0.94
Customer_Meter_7,2022-09-12T01:30:00Z,65.28,285.91,-90,0.94
Customer_Meter_7,2022-09-12T01:45:00Z,65.4,286.26,-90,0.92
Customer_Meter_7,2022-09-12T02:00:00Z,65.28,285.65,-90,0.97
Customer_Meter_7,2022-09-12T02:15:00Z,65.4,286.61,-91,0.95
Customer_Meter_7,2022-09-12T02:30:00Z,65.4,285.88,-91,0.94
Customer_Meter_7,2022-09-12T02:45:00Z,65.4,285.38,-90,0.92
Customer_Meter_7,2022-09-12T03:00:00Z,65.4,284.5,-91,0.97
Customer_Meter_7,2022-09-12T03:15:00Z,65.4,284.93,-91,0.97
Customer_Meter_7,2022-09-12T03:30:00Z,65.52,284.66,-90,0.98
Customer_Meter_7,2022-09-12T03:45:00Z,65.4,285.88,-90,0.99
Customer_Meter_7,2022-09-12T04:00:00Z,65.4,285.79,-90,0.98
Customer_Meter_7,2022-09-12T04:15:00Z,65.52,285.01,-90,0.93
Customer_Meter_7,2022-09-12T04:30:00Z,66,285.11,-90,0.97
Customer_Meter_7,2022-09-12T04:45:00Z,67.68,284.84,-91,0.96
Customer_Meter_7,2022-09-12T05:00:00Z,68.4,285.49,-90,0.97
Customer_Meter_7,2022-09-12T05:15:00Z,68.04,285.46,-91,0.92
Customer_Meter_7,2022-09-12T05:30:00Z,67.56,284.77,-91,0.96
Customer_Meter_7,2022-09-12T05:45:00Z,66.72,285.16,-90,0.97
Customer_Meter_7,2022-09-12T06:00:00Z,66.84,286.48,-90,0.96
Customer_Meter_7,2022-09-12T06:15:00Z,66.6,284.32,-91,0.92
Customer_Meter_7,2022-09-12T06:30:00Z,66.6,286.08,-90,0.91
Customer_Meter_7,2022-09-12T06:45:00Z,66.6,284.44,-91,0.93
Customer_Meter_7,2022-09-12T07:00:00Z,66.48,284.62,-91,0.92
Customer_Meter_7,2022-09-12T07:15:00Z,66.48,286.41,-91,0.92
Customer_Meter_7,2022-09-12T07:30:00Z,66.6,286.24,-90,0.94
Customer_Meter_7,2022-09-12T07:45:00Z,66.48,285.49,-91,0.97
Customer_Meter_7,2022-09-12T08:00:00Z,66.12,285.34,-91,0.95
Customer_Meter_7,2022-09-12T08:15:00Z,66.24,285.41,-90,0.95
Customer_Meter_7,2022-09-12T08:30:00Z,66.12,285.18,-90,0.95
Customer_Meter_7,2022-09-12T08:45:00Z,66.36,286.61,-91,0.94
Customer_Meter_7,2022-09-12T09:00:00Z,66.24,285.5,-90,0.92
Customer_Meter_7,2022-09-12T09:15:00Z,66.24,285.01,-91,0.92
Customer_Meter_7,2022-09-12T09:30:00Z,66.24,284.4,-91,0.98
Customer_Meter_7,2022-09-12T09:45:00Z,66.24,284.79,-90,0.92
Customer_Meter_7,2022-09-12T10:00:00Z,66.36,285.28,-91,0.94
Customer_Meter_7,2022-09-12T10:15:00Z,66.24,284.81,-90,0.98
Customer_Meter_7,2022-09-12T10:30:00Z,66.36,284.66,-90,0.98
Customer_Meter_7,2022-09-12T10:45:00Z,66.24,284.69,-91,0.9
Customer_Meter_7,2022-09-12T11:00:00Z,66.24,284.83,-91,0.94
Customer_Meter_7,2022-09-12T11:15:00Z,66.24,286.07,-90,0.99
Customer_Meter_7,2022-09-12T11:30:00Z,66.36,285.7,-91,0.94
Customer_Meter_7,2022-09-12T11:45:00Z,66.24,284.76,-90,0.91
Customer_Meter_7,2022-09-12T12:00:00Z,66.24,285.04,-91,0.95
Customer_Meter_7,2022-09-12T12:15:00Z,66.36,285.9,-91,0.94
Customer_Meter_7,2022-09-12T12:30:00Z,66.36,285.32,-91,0.98
Customer_Meter_7,2022-09-12T12:45:00Z,66.36,285.93,-90,0.92
Customer_Meter_7,2022-09-12T13:00:00Z,66.36,284.5,-91,0.96
Customer_Meter_7,2022-09-12T13:15:00Z,66.24,286.44,-91,0.91
Customer_Meter_7,2022-09-12T13:30:00Z,66.36,286.1,-90,0.97
Customer_Meter_7,2022-09-12T13:45:00Z,66.36,284.58,-91,0.9
Customer_Meter_7,2022-09-12T14:00:00Z,66.36,286,-90,0.91
Customer_Meter_7,2022-09-12T14:15:00Z,66.36,284.65,-91,0.96
Customer_Meter_7,2022-09-12T14:30:00Z,66.36,285.72,-90,0.9
Customer_Meter_7,2022-09-12T14:45:00Z,66.48,286.8,-91,0.95
Customer_Meter_7,2022-09-12T15:00:00Z,66.24,284.99,-90,0.93
Customer_Meter_7,2022-09-12T15:15:00Z,66.48,286.08,-90,0.92
Customer_Meter_7,2022-09-12T15:30:00Z,66.36,286.33,-90,0.91
Customer_Meter_7,2022-09-12T15:45:00Z,66.36,286.08,-91,0.96
Customer_Meter_7,2022-09-12T16:00:00Z,66.48,284.78,-90,0.98
Customer_Meter_7,2022-09-12T16:15:00Z,66.36,285.16,-91,0.94
Customer_Meter_7,2022-09-12T16:30:00Z,66.36,286.76,-91,0.95
Customer_Meter_7,2022-09-12T16:45:00Z,66.36,285.8,-91,0.98
Customer_Meter_7,2022-09-12T17:00:00Z,66.36,284.9,-91,0.92
Customer_Meter_7,2022-09-12T17:15:00Z,66.36,285.32,-90,0.97
Customer_Meter_7,2022-09-12T17:30:00Z,66.24,285.45,-90,0.95
Customer_Meter_7,2022-09-12T17:45:00Z,66.36,286.59,-91,0.95
Customer_Meter_7,2022-09-12T18:00:00Z,66.36,286.34,-91,0.97
Customer_Meter_7,2022-09-12T18:15:00Z,66.24,286.72,-90,0.94
Customer_Meter_7,2022-09-12T18:30:00Z,66.36,285.46,-91,0.91
Customer_Meter_7,2022-09-12T18:45:00Z,66.48,285.66,-90,0.96
Customer_Meter_7,2022-09-12T19:00:00Z,66.36,285.81,-91,0.98
Customer_Meter_7,2022-09-12T19:15:00Z,66.48,286.4,-90,0.98
Customer_Meter_7,2022-09-12T19:30:00Z,66.48,284.43,-90,0.98
Customer_Meter_7,2022-09-12T19:45:00Z,66.48,284.85,-91,0.92
Customer_Meter_7,2022-09-12T20:00:00Z,66.36,286.85,-91,0.95
Customer_Meter_7,2022-09-12T20:15:00Z,66.48,284.71,-90,0.97
Customer_Meter_7,2022-09-12T20:30:00Z,66.48,285.13,-91,0.98
Customer_Meter_7,2022-09-12T20:45:00Z,66.48,286.47,-91,0.98
Customer_Meter_7,2022-09-12T21:00:00Z,66.48,284.81,-91,0.95
Customer_Meter_7,2022-09-12T21:15:00Z,66.6,285.36,-90,0.9
Customer_Meter_7,2022-09-12T21:30:00Z,66.48,286.29,-91,0.95
Customer_Meter_7,2022-09-12T21:45:00Z,66.48,285.69,-90,0.9
Customer_Meter_7,2022-09-12T22:00:00Z,66.6,285.62,-91,0.95
Customer_Meter_7,2022-09-12T22:15:00Z,66.36,286.73,-91,0.98
Customer_Meter_7,2022-09-12T22:30:00Z,66.48,286.29,-90,0.94
Customer_Meter_7,2022-09-12T22:45:00Z,66.36,284.92,-91,0.91
Customer_Meter_7,2022-09-12T23:00:00Z,66.48,285,-91,0.9
Customer_Meter_7,2022-09-12T23:15:00Z,66.36,286.14,-91,0.99
Customer_Meter_7,2022-09-12T23:30:00Z,66.48,284.76,-90,0.92
Customer_Meter_7,2022-09-12T23:45:00Z,66.84,285.64,-91,0.93
Customer_Meter_7,2022-09-13T00:00:00Z,67.2,286.75,-90,0.94
Customer_Meter_7,2022-09-13T00:15:00Z,66.48,284.79,-90,0.99
Customer_Meter_7,2022-09-13T00:30:00Z,66.24,285.29,-90,0.98
Customer_Meter_7,2022-09-13T00:45:00Z,66.24,286.31,-90,0.92
Customer_Meter_7,2022-09-13T01:00:00Z,66.24,285.57,-90,0.91
Customer_Meter_7,2022-09-13T01:15:00Z,66.24,285.63,-91,0.92
Customer_Meter_7,2022-09-13T01:30:00Z,66.12,284.53,-91,0.92
Customer_Meter_7,2022-09-13T01:45:00Z,66.24,285.63,-91,0.95
Customer_Meter_7,2022-09-13T02:00:00Z,66.24,284.53,-91,0.95
Customer_Meter_7,2022-09-13T02:15:00Z,66.12,284.34,-91,0.95
Customer_Meter_7,2022-09-13T02:30:00Z,66,284.9,-90,0.93
Customer_Meter_7,2022-09-13T02:45:00Z,66.12,285.55,-91,0.99
Customer_Meter_7,2022-09-13T03:00:00Z,66.12,284.41,-91,0.97
Customer_Meter_7,2022-09-13T03:15:00Z,66.12,284.63,-90,0.99
Customer_Meter_7,2022-09-13T03:30:00Z,66.12,285.06,-91,0.94
Customer_Meter_7,2022-09-13T03:45:00Z,66.24,285.45,-91,0.98
Customer_Meter_7,2022-09-13T04:00:00Z,66.12,285.98,-91,0.96
Customer_Meter_7,2022-09-13T04:15:00Z,66.12,286.35,-91,0.94
Customer_Meter_7,2022-09-13T04:30:00Z,66.12,285.32,-91,0.93
Customer_Meter_7,2022-09-13T04:45:00Z,66.12,286.77,-90,0.9
Customer_Meter_7,2022-09-13T05:00:00Z,66.12,286.09,-91,0.96
Customer_Meter_7,2022-09-13T05:15:00Z,66.24,285.08,-91,0.97
Customer_Meter_7,2022-09-13T05:30:00Z,66.6,286.53,-91,0.97
Customer_Meter_7,2022-09-13T05:45:00Z,66.12,284.83,-90,0.92
Customer_Meter_7,2022-09-13T06:00:00Z,66.96,286.26,-90,0.98
Customer_Meter_7,2022-09-13T06:15:00Z,68.52,286.83,-90,0.98
Customer_Meter_7,2022-09-13T06:30:00Z,67.8,284.61,-90,0.94
Customer_Meter_7,2022-09-13T06:45:00Z,66.84,286.02,-91,0.94
Customer_Meter_7,2022-09-13T07:00:00Z,66.6,285.16,-91,0.92
Customer_Meter_7,2022-09-13T07:15:00Z,66.84,285.65,-91,0.97
Customer_Meter_7,2022-09-13T07:30:00Z,66.72,284.92,-90,0.93
Customer_Meter_7,2022-09-13T07:45:00Z,66.72,286.36,-91,0.97
Customer_Meter_7,2022-09-13T08:00:00Z,66.72,284.76,-90,0.91
Customer_Meter_7,2022-09-13T08:15:00Z,66.84,285.13,-90,0.92
Customer_Meter_7,2022-09-13T08:30:00Z,66.72,286.74,-91,0.93
Customer_Meter_7,2022-09-13T08:45:00Z,66.84,285.76,-90,0.95
Customer_Meter_7,2022-09-13T09:00:00Z,66.84,285.13,-90,0.96
Customer_Meter_7,2022-09-13T09:15:00Z,66.96,286.36,-91,0.9
Customer_Meter_7,2022-09-13T09:30:00Z,66.84,285.5,-90,0.99
Customer_Meter_7,2022-09-13T09:45:00Z,66.96,285.47,-90,0.93
Customer_Meter_7,2022-09-13T10:00:00Z,66.96,286.16,-90,0.9
Customer_Meter_7,2022-09-13T10:15:00Z,66.84,284.53,-90,0.94
Customer_Meter_7,2022-09-13T10:30:00Z,66.72,286.41,-91,0.96
Customer_Meter_7,2022-09-13T10:45:00Z,66.84,284.69,-90,0.94
Customer_Meter_7,2022-09-13T11:00:00Z,66.72,286.87,-91,0.98
Customer_Meter_7,2022-09-13T11:15:00Z,66.72,285.48,-91,0.94
Customer_Meter_7,2022-09-13T11:30:00Z,66.72,286.7,-91,0.94
Customer_Meter_7,2022-09-13T11:45:00Z,66.72,285.6,-90,0.98
Customer_Meter_7,2022-09-13T12:00:00Z,66.72,284.56,-91,0.96
Customer_Meter_7,2022-09-13T12:15:00Z,66.72,284.54,-91,0.95
Customer_Meter_7,2022-09-13T12:30:00Z,66.72,285.91,-90,0.94
Customer_Meter_7,2022-09-13T12:45:00Z,66.72,284.52,-90,0.91
Customer_Meter_7,2022-09-13T13:00:00Z,66.72,285.36,-91,0.98
Customer_Meter_7,2022-09-13T13:15:00Z,66.72,284.87,-90,0.91
Customer_Meter_7,2022-09-13T13:30:00Z,66.72,286.78,-90,0.93
Customer_Meter_7,2022-09-13T13:45:00Z,66.84,285.09,-90,0.98
Customer_Meter_7,2022-09-13T14:00:00Z,66.72,284.98,-91,0.95
Customer_Meter_7,2022-09-13T14:15:00Z,66.84,285.31,-90,0.96
Customer_Meter_7,2022-09-13T14:30:00Z,66.72,284.73,-91,0.93
Customer_Meter_7,2022-09-13T14:45:00Z,66.84,284.83,-90,0.91
Customer_Meter_7,2022-09-13T15:00:00Z,66.72,284.45,-91,0.93
Customer_Meter_7,2022-09-13T15:15:00Z,66.84,284.57,-90,0.93
Customer_Meter_7,2022-09-13T15:30:00Z,66.72,286.5,-90,0.92
Customer_Meter_7,2022-09-13T15:45:00Z,66.84,285.08,-91,0.98
Customer_Meter_7,2022-09-13T16:00:00Z,66.72,285.08,-91,0.93
Customer_Meter_7,2022-09-13T16:15:00Z,66.72,285.7,-90,0.94
Customer_Meter_7,2022-09-13T16:30:00Z,66.84,286.36,-91,0.9
Customer_Meter_7,2022-09-13T16:45:00Z,66.84,286,-91,0.92
Customer_Meter_7,2022-09-13T17:00:00Z,66.72,285.3,-91,0.92
Customer_Meter_7,2022-09-13T17:15:00Z,66.84,286.3,-91,0.9
Customer_Meter_7,2022-09-13T17:30:00Z,66.84,284.96,-91,0.9
Customer_Meter_7,2022-09-13T17:45:00Z,66.72,284.42,-90,0.91
Customer_Meter_7,2022-09-13T18:00:00Z,66.72,285.15,-90,0.9
Customer_Meter_7,2022-09-13T18:15:00Z,66.84,285.19,-91,0.98
Customer_Meter_7,2022-09-13T18:30:00Z,66.72,286.67,-90,0.94
Customer_Meter_7,2022-09-13T18:45:00Z,66.84,285.88,-91,0.93
Customer_Meter_7,2022-09-13T19:00:00Z,66.84,286.9,-90,0.95
Customer_Meter_7,2022-09-13T19:15:00Z,66.84,285.62,-91,0.93
Customer_Meter_7,2022-09-13T19:30:00Z,66.72,284.44,-90,0.94
Customer_Meter_7,2022-09-13T19:45:00Z,66.84,285.47,-90,0.91
Customer_Meter_7,2022-09-13T20:00:00Z,66.72,285.52,-90,0.92
Customer_Meter_7,2022-09-13T20:15:00Z,66.72,286.17,-90,0.97
Customer_Meter_7,2022-09-13T20:30:00Z,66.72,285.98,-90,0.95
Customer_Meter_7,2022-09-13T20:45:00Z,66.84,286.1,-90,0.97
Customer_Meter_7,2022-09-13T21:00:00Z,66.72,285.89,-91,0.98
Customer_Meter_7,2022-09-13T21:15:00Z,66.84,285.76,-91,0.95
Customer_Meter_7,2022-09-13T21:30:00Z,66.72,285.01,-91,0.96
Customer_Meter_7,2022-09-13T21:45:00Z,66.72,286.27,-90,0.95
Customer_Meter_7,2022-09-13T22:00:00Z,66.72,285.21,-91,0.93
Customer_Meter_7,2022-09-13T22:15:00Z,66.72,285.81,-91,0.96
Customer_Meter_7,2022-09-13T22:30:00Z,66.72,285.61,-90,0.97
Customer_Meter_7,2022-09-13T22:45:00Z,66.72,285.5,-90,0.96
Customer_Meter_7,2022-09-13T23:00:00Z,66.72,284.94,-91,0.96
Customer_Meter_7,2022-09-13T23:15:00Z,66.72,285.41,-91,0.98
Customer_Meter_7,2022-09-13T23:30:00Z,66.72,286.78,-91,0.97
Customer_Meter_7,2022-09-13T23:45:00Z,67.2,284.84,-90,0.9
Customer_Meter_7,2022-09-14T00:00:00Z,67.44,285.92,-90,0.91
Customer_Meter_7,2022-09-14T00:15:00Z,67.08,284.36,-91,0.92
Customer_Meter_7,2022-09-14T00:30:00Z,66.48,286.12,-90,0.92
Customer_Meter_7,2022-09-14T00:45:00Z,66.72,284.4,-91,0.97
Customer_Meter_7,2022-09-14T01:00:00Z,66.84,286.67,-90,0.96
Customer_Meter_7,2022-09-14T01:15:00Z,66.72,285.3,-91,0.93
Customer_Meter_7,2022-09-14T01:30:00Z,66.6,286.9,-91,0.96
Customer_Meter_7,2022-09-14T01:45:00Z,66.72,286.28,-90,0.91
Customer_Meter_7,2022-09-14T02:00:00Z,66.6,285.42,-91,0.95
Customer_Meter_7,2022-09-14T02:15:00Z,66.72,284.46,-91,0.94
Customer_Meter_7,2022-09-14T02:30:00Z,66.6,284.76,-91,0.97
Customer_Meter_7,2022-09-14T02:45:00Z,66.48,284.35,-91,0.95
Customer_Meter_7,2022-09-14T03:00:00Z,66.6,284.94,-90,0.94
Customer_Meter_7,2022-09-14T03:15:00Z,66.72,286.21,-90,0.97
Customer_Meter_7,2022-09-14T03:30:00Z,66.48,284.62,-91,0.99
Customer_Meter_7,2022-09-14T03:45:00Z,66.72,285.78,-91,0.98
Customer_Meter_7,2022-09-14T04:00:00Z,66.6,286.03,-91,0.91
Customer_Meter_7,2022-09-14T04:15:00Z,66.6,285.38,-91,0.96
Customer_Meter_7,2022-09-14T04:30:00Z,66.72,284.66,-90,0.96
Customer_Meter_7,2022-09-14T04:45:00Z,66.48,285.31,-91,0.93
Customer_Meter_7,2022-09-14T05:00:00Z,66.48,286.5,-91,0.95
Customer_Meter_7,2022-09-14T05:15:00Z,12,285.8,-90,0.96
Customer_Meter_7,2022-09-14T05:30:00Z,0.24,285.98,-90,0.96
Customer_Meter_7,2022-09-14T05:45:00Z,0.12,284.98,-91,0.92
Customer_Meter_7,2022-09-14T06:00:00Z,0.24,286.1,-91,0.92
Customer_Meter_7,2022-09-14T06:15:00Z,0.12,285.59,-90,0.97
Customer_Meter_7,2022-09-14T06:30:00Z,0.12,285.7,-90,0.91
Customer_Meter_7,2022-09-14T06:45:00Z,0.24,285.82,-90,0.95
Customer_Meter_7,2022-09-14T07:00:00Z,0.12,286.26,-90,0.96
Customer_Meter_7,2022-09-14T07:15:00Z,0.12,286.25,-90,0.95
Customer_Meter_7,2022-09-14T07:30:00Z,0.24,286.75,-91,0.91
Customer_Meter_7,2022-09-14T07:45:00Z,0.12,284.44,-91,0.98
Customer_Meter_7,2022-09-14T08:00:00Z,0.12,285.21,-90,0.97
Customer_Meter_7,2022-09-14T08:15:00Z,0.24,285.44,-90,0.93
Customer_Meter_7,2022-09-14T08:30:00Z,0.12,285.75,-90,0.92
Customer_Meter_7,2022-09-14T08:45:00Z,0.12,286.74,-90,0.96
Customer_Meter_7,2022-09-14T09:00:00Z,0.24,286.58,-90,0.93
Customer_Meter_7,2022-09-14T09:15:00Z,0.12,284.87,-91,0.94
Customer_Meter_7,2022-09-14T09:30:00Z,0.12,285.86,-91,0.91
Customer_Meter_7,2022-09-14T09:45:00Z,0.24,284.62,-91,0.94
Customer_Meter_7,2022-09-14T10:00:00Z,0.12,286.48,-91,0.99
Customer_Meter_7,2022-09-14T10:15:00Z,0.12,284.53,-91,0.99
Customer_Meter_7,2022-09-14T10:30:00Z,0.24,285.1,-90,0.97
Customer_Meter_7,2022-09-14T10:45:00Z,0.12,285.65,-91,0.92
Customer_Meter_7,2022-09-14T11:00:00Z,0.12,285.59,-91,0.91
Customer_Meter_7,2022-09-14T11:15:00Z,0.24,285.36,-90,0.96
Customer_Meter_7,2022-09-14T11:30:00Z,0.12,284.46,-91,0.92
Customer_Meter_7,2022-09-14T11:45:00Z,0.12,285.49,-91,0.91
Customer_Meter_7,2022-09-14T12:00:00Z,0.24,285.61,-90,0.94
Customer_Meter_7,2022-09-14T12:15:00Z,0.12,286.55,-91,0.93
Customer_Meter_7,2022-09-14T12:30:00Z,0.12,285.11,-91,0.91
Customer_Meter_7,2022-09-14T12:45:00Z,0.24,285.65,-90,0.93
Customer_Meter_7,2022-09-14T13:00:00Z,0.24,286.61,-91,0.95
Customer_Meter_7,2022-09-14T13:15:00Z,0.12,285.2,-90,0.95
Customer_Meter_7,2022-09-14T13:30:00Z,0.24,284.87,-91,0.91
Customer_Meter_7,2022-09-14T13:45:00Z,0.24,286.17,-91,0.91
Customer_Meter_7,2022-09-14T14:00:00Z,0.24,286.84,-90,0.93
Customer_Meter_7,2022-09-14T14:15:00Z,0.12,286.26,-90,0.98
Customer_Meter_7,2022-09-14T14:30:00Z,0.24,286.57,-91,0.93
Customer_Meter_7,2022-09-14T14:45:00Z,0.24,286.72,-90,0.91
Customer_Meter_7,2022-09-14T15:00:00Z,0.12,286.31,-91,0.92
Customer_Meter_7,2022-09-14T15:15:00Z,0.24,286.65,-91,0.95
Customer_Meter_7,2022-09-14T15:30:00Z,0.12,286.35,-90,0.93
Customer_Meter_7,2022-09-14T15:45:00Z,0.24,286.39,-90,0.96
Customer_Meter_7,2022-09-14T16:00:00Z,0.12,284.65,-91,0.92
Customer_Meter_7,2022-09-14T16:15:00Z,0.24,285.09,-91,0.98
Customer_Meter_7,2022-09-14T16:30:00Z,0.12,284.46,-91,0.9
Customer_Meter_7,2022-09-14T16:45:00Z,0.12,284.65,-91,0.92
Customer_Meter_7,2022-09-14T17:00:00Z,0.24,284.72,-91,0.93
Customer_Meter_7,2022-09-14T17:15:00Z,0.12,285.95,-90,0.91
Customer_Meter_7,2022-09-14T17:30:00Z,0.12,286.8,-91,0.91
Customer_Meter_7,2022-09-14T17:45:00Z,0.24,286.15,-91,0.9
Customer_Meter_7,2022-09-14T18:00:00Z,0.12,286.39,-91,0.94
Customer_Meter_7,2022-09-14T18:15:00Z,0.12,285.61,-91,0.9
Customer_Meter_7,2022-09-14T18:30:00Z,0.24,286.81,-90,0.93
Customer_Meter_7,2022-09-14T18:45:00Z,0.12,285.64,-90,0.93
Customer_Meter_7,2022-09-14T19:00:00Z,0.12,285.98,-91,0.93
Customer_Meter_7,2022-09-14T19:15:00Z,0.24,285.47,-91,0.96
Customer_Meter_7,2022-09-14T19:30:00Z,0.12,286.37,-90,0.95
Customer_Meter_7,2022-09-14T19:45:00Z,0.12,285.94,-91,0.91
Customer_Meter_7,2022-09-14T20:00:00Z,0.24,285.47,-91,0.99
Customer_Meter_7,2022-09-14T20:15:00Z,0.12,285.26,-90,0.96
Customer_Meter_7,2022-09-14T20:30:00Z,0.12,285.4,-90,0.9
Customer_Meter_7,2022-09-14T20:45:00Z,0.24,285.98,-90,0.91
Customer_Meter_7,2022-09-14T21:00:00Z,0.12,286.25,-91,0.96
Customer_Meter_7,2022-09-14T21:15:00Z,0.12,286.43,-91,0.92
Customer_Meter_7,2022-09-14T21:30:00Z,0.24,285.45,-91,0.97
Customer_Meter_7,2022-09-14T21:45:00Z,0.12,284.71,-90,0.91
Customer_Meter_7,2022-09-14T22:00:00Z,0.12,285.7,-91,0.95
Customer_Meter_7,2022-09-14T22:15:00Z,0.24,285.9,-91,0.96
Customer_Meter_7,2022-09-14T22:30:00Z,0.12,285.16,-91,0.92
Customer_Meter_7,2022-09-14T22:45:00Z,0.12,284.91,-90,0.95
Customer_Meter_7,2022-09-14T23:00:00Z,0.24,286.81,-91,0.91
Customer_Meter_7,2022-09-14T23:15:00Z,0.12,285.25,-91,0.94
Customer_Meter_7,2022-09-14T23:30:00Z,0.12,285.82,-90,0.97
Customer_Meter_7,2022-09-14T23:45:00Z,0.24,284.99,-90,0.99
Customer_Meter_7,2022-09-15T00:00:00Z,0.12,286.68,-91,0.91
Customer_Meter_7,2022-09-15T00:15:00Z,0.12,286.79,-91,0.92
Customer_Meter_7,2022-09-15T00:30:00Z,0.24,286.51,-91,0.98
Customer_Meter_7,2022-09-15T00:45:00Z,0.12,285.14,-90,0.91
Customer_Meter_7,2022-09-15T01:00:00Z,0.24,285.85,-91,0.9
Customer_Meter_7,2022-09-15T01:15:00Z,0.24,284.92,-91,0.98
Customer_Meter_7,2022-09-15T01:30:00Z,0.12,286.86,-90,0.92
Customer_Meter_7,2022-09-15T01:45:00Z,0.24,286.65,-90,0.99
Customer_Meter_7,2022-09-15T02:00:00Z,0.24,286.74,-91,0.94
Customer_Meter_7,2022-09-15T02:15:00Z,0.12,286.72,-90,0.99
Customer_Meter_7,2022-09-15T02:30:00Z,0.24,285.33,-90,0.93
Customer_Meter_7,2022-09-15T02:45:00Z,0.24,286.42,-90,0.98
Customer_Meter_7,2022-09-15T03:00:00Z,0.12,284.6,-91,0.98
Customer_Meter_7,2022-09-15T03:15:00Z,0.24,284.33,-91,0.93
Customer_Meter_7,2022-09-15T03:30:00Z,0.24,285.49,-91,0.98
Customer_Meter_7,2022-09-15T03:45:00Z,0.12,286.03,-90,0.95
Customer_Meter_7,2022-09-15T04:00:00Z,0.24,285.32,-91,0.98
Customer_Meter_7,2022-09-15T04:15:00Z,0.24,285.2,-90,0.92
Customer_Meter_7,2022-09-15T04:30:00Z,0.12,285.63,-90,0.95
Customer_Meter_7,2022-09-15T04:45:00Z,0.24,285.06,-91,0.97
Customer_Meter_7,2022-09-15T05:00:00Z,0.24,286.81,-91,0.98
Customer_Meter_7,2022-09-15T05:15:00Z,0.24,286.3,-91,0.98
Customer_Meter_7,2022-09-15T05:30:00Z,0.12,284.51,-91,0.92
Customer_Meter_7,2022-09-15T05:45:00Z,0.24,285.53,-91,0.97
Customer_Meter_7,2022-09-15T06:00:00Z,0.24,284.82,-91,0.91
Customer_Meter_7,2022-09-15T06:15:00Z,0.12,285.83,-91,0.96
Customer_Meter_7,2022-09-15T06:30:00Z,0.24,285.49,-90,0.96
Customer_Meter_7,2022-09-15T06:45:00Z,0.24,286.14,-91,0.94
Customer_Meter_7,2022-09-15T07:00:00Z,0.12,284.4,-90,0.96
Customer_Meter_7,2022-09-15T07:15:00Z,0.24,286.39,-90,0.94
Customer_Meter_7,2022-09-15T07:30:00Z,0.24,286.84,-90,0.93
Customer_Meter_7,2022-09-15T07:45:00Z,0.12,286.37,-91,0.92
Customer_Meter_7,2022-09-15T08:00:00Z,0.24,286.21,-91,0.96
Customer_Meter_7,2022-09-15T08:15:00Z,0.24,284.55,-90,0.97
Customer_Meter_7,2022-09-15T08:30:00Z,0.12,284.88,-90,0.92
Customer_Meter_7,2022-09-15T08:45:00Z,0.24,285.43,-91,0.97
Customer_Meter_7,2022-09-15T09:00:00Z,0.12,286.6,-90,0.95
Customer_Meter_7,2022-09-15T09:15:00Z,0.12,286.63,-91,0.92
Customer_Meter_7,2022-09-15T09:30:00Z,0.24,286.09,-90,0.98
Customer_Meter_7,2022-09-15T09:45:00Z,0.12,286.08,-91,0.98
Customer_Meter_7,2022-09-15T10:00:00Z,0.12,286.76,-91,0.95
Customer_Meter_7,2022-09-15T10:15:00Z,0.24,286.18,-91,0.97
Customer_Meter_7,2022-09-15T10:30:00Z,0.12,286.71,-91,0.9
Customer_Meter_7,2022-09-15T10:45:00Z,0.12,285.1,-91,0.96
Customer_Meter_7,2022-09-15T11:00:00Z,0.24,285.43,-90,0.93
Customer_Meter_7,2022-09-15T11:15:00Z,0.12,284.81,-91,0.93
Customer_Meter_7,2022-09-15T11:30:00Z,0.12,284.88,-91,0.91
Customer_Meter_7,2022-09-15T11:45:00Z,0.24,284.96,-91,0.91
Customer_Meter_7,2022-09-15T12:00:00Z,0.12,285.42,-90,0.93
Customer_Meter_7,2022-09-15T12:15:00Z,0.12,285.65,-91,0.93
Customer_Meter_7,2022-09-15T12:30:00Z,0.24,285.95,-91,0.93
Customer_Meter_7,2022-09-15T12:45:00Z,0.24,284.46,-90,0.91
Customer_Meter_7,2022-09-15T13:00:00Z,0.24,284.35,-90,0.94
Customer_Meter_7,2022-09-15T13:15:00Z,0.12,285.92,-90,0.97
Customer_Meter_7,2022-09-15T13:30:00Z,0.24,284.38,-91,0.94
Customer_Meter_7,2022-09-15T13:45:00Z,0.24,286.8,-90,0.96
Customer_Meter_7,2022-09-15T14:00:00Z,0.12,285.48,-90,0.98
Customer_Meter_7,2022-09-15T14:15:00Z,0.24,285.71,-91,0.91
Customer_Meter_7,2022-09-15T14:30:00Z,0.24,285.42,-91,0.99
Customer_Meter_7,2022-09-15T14:45:00Z,0.12,284.92,-91,0.98
Customer_Meter_7,2022-09-15T15:00:00Z,0.24,285.12,-91,0.94
Customer_Meter_7,2022-09-15T15:15:00Z,0.12,284.96,-90,0.96
Customer_Meter_7,2022-09-15T15:30:00Z,0.24,286.87,-91,0.9
Customer_Meter_7,2022-09-15T15:45:00Z,0.12,286.04,-91,0.96
Customer_Meter_7,2022-09-15T16:00:00Z,0.12,285.09,-91,0.98
Customer_Meter_7,2022-09-15T16:15:00Z,0.24,285.98,-90,0.92
